Community,Date,Time,Fixture type,Competition,Home,Home Score,Away Score,Away,Winner,No Score Type,Walkover Reason,Venue,Team Type,Conference,Tier,Score Margin,Total Points ,Team Conceding Walkover,Fixtures,League Fixtures,Knockout Fixtures,Number of Walkovers,Voids,Blowout Game(s),Zero Score?,Blowout to Zero
BUCS Hockey 21-22,27/10/2021,13:30,League,Men's Scottish Tier 1,Aberdeen Men's 1,2,4,Heriot-Watt Men's 1,Heriot-Watt Men's 1,,,DO NOT USE Hillhead Pitches (synthetic) Provider: Marie Sherriffs,Men's,Scottish,Tier 1,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:30,League,ICG Women's Premier (North/South),Surrey Women's 1,2,1,UCL Women's 1,Surrey Women's 1,,,Surrey Sports Park GU2 7AD Provider: Badminton 21-22,Women's,Premier Tier,Premier Tier,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,13:30,League,ICG Women's South Eastern Tier 5,Imperial Women's 5 (Medics),3,0,Royal Holloway Women's 3,Imperial Women's 5 (Medics),,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: Hockey 21-22",Women's,South Eastern,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,13:30,League,ICG Women's Midlands Tier 3,Lincoln Women's 1,3,1,Warwick Women's 2,Lincoln Women's 1,,,Astro Pitch - University of Lincoln Sports Centre Provider: Hockey 21-22,Women's,Midlands,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:00,League,Men's Midlands Tier 4,Coventry Men's 2,0,3,De Montfort Men's 1,De Montfort Men's 1,,,"Sandbased Hockey Pitch - Westwood Heath Playing Fields, Westwood Heath Road, CV4 8GP Provider: Hockey 21-22",Men's,Midlands,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,14:00,League,Men's Scottish Tier 1,Strathclyde Men's 1,3,4,Glasgow Men's 1,Glasgow Men's 1,,,"University of Strathclyde - Stepps Playing Fields, 15 Avenue End Road, Glasgow, G33 6ND Provider: Hockey 21-22",Men's,Scottish,Tier 1,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:00,League,ICG Women's Scottish Tier 1,Dundee Women's 1,2,1,Strathclyde Women's 1,Dundee Women's 1,,,"Riverside Sports Grounds	Riverside Drive	DD2 1UQ	01382 669568	On A85 next to Dundee Airport	
 Provider: Lacrosse 21-22",Women's,Scottish,Tier 1,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:00,League,Men's Premier (North/South),Durham Men's 2,5,1,Loughborough Men's 2,Durham Men's 2,,,Sports and Wellbeing Park (Maiden Castle) Stockton Road DH1 3SE  Provider: Hockey 21-22,Men's,Premier Tier,Premier Tier,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:00,Tournament,ICG Women's Northern Conference Trophy,Newcastle Women's 5,4,1,Northumbria Women's 3,Newcastle Women's 5,,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,3,5,,1,0,1,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:30,League,ICG Women's Premier (National),Birmingham Women's 1,3,1,Edinburgh Women's 1,Birmingham Women's 1,,,"Water Based Pitch 1, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Women's,Premier Tier (National),Premier Tier (National),2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:30,League,ICG Women's Scottish Tier 1,Edinburgh Women's 2,1,2,Glasgow Women's 1,Glasgow Women's 1,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Women's,Scottish,Tier 1,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:30,League,Men's Premier (North/South),Reading  Men's 1,2,0,Cambridge Men's 1,Reading  Men's 1,,,"Reading University SportsPark - STP
Shinfield Road
Whiteknights Campus
Reading
RG6 6UR Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,14:30,League,ICG Women's Premier (North/South),Birmingham Women's 2,1,1,Leeds Beckett  Women's 1,,Draw,,"Water Based Pitch 2, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:30,League,ICG Women's Midlands Tier 2 ,Nottingham Women's 4,3,1,Cambridge Women's 2,Nottingham Women's 4,,,"Sand dressed Astro, David Ross Sports Centre (DRSV), Beeston Lane, Nottingham. NG7 2RJ Provider: Hockey 21-22",Women's,Midlands,Tier 2,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:30,Tournament,ICG Women's Northern Conference Trophy,Leeds Women's 7,1,2,Sheffield Hallam Women's 3,Sheffield Hallam Women's 3,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,1,3,,1,0,1,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:30,Tournament,Men's Western Conference Cup,Cardiff Men's 5,1,1,Swansea Men's 2,Swansea Men's 2,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Men's,Western Conference Cup,Western Conference Cup,0,2,,1,0,1,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,14:45,League,Men's Premier (North/South),Nottingham Trent Men's 2,0,4,Nottingham Men's 2,Nottingham Men's 2,,,Clifton Hockey Pitch Provider: Hockey 21-22,Men's,Premier Tier,Premier Tier,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,15:00,League,ICG Women's Western Tier 1,Exeter Women's 3,2,1,Exeter Women's 4,Exeter Women's 3,,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Women's,Western,Tier 1,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:00,League,Men's Scottish Tier 1,St Andrews Men's 1,1,2,Edinburgh Men's 2,Edinburgh Men's 2,,,"Saints Sport, University Park, St Leonards Road, St Andrews Fife KY16 9DY 01334462190 Provider: Saints Sport",Men's,Scottish,Tier 1,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:00,League,Men's Midlands Tier 2,Leicester Men's 1,1,0,Lincoln Men's 1,Leicester Men's 1,,,"Roger Bettles Sand AstroRoger Bettles Sports Centre, Manor Road,Oadby	LE2 2LL Provider: Hockey 21-22",Men's,Midlands,Tier 2,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,15:00,League,Men's South Eastern Tier 3,Imperial Men's 3,4,0,Surrey Men's 2,Imperial Men's 3,,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: Football 21-22",Men's,South Eastern,Season,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,15:00,League,Men's Premier (North/South),Leeds Beckett  Men's 1,1,0,Sheffield Hallam Men's 1,Leeds Beckett  Men's 1,,,"Hockey Pitch, Headingley Campus, Leeds LS6 3QQ  Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,15:00,League,ICG Women's Premier (North/South),Nottingham Women's 2,2,2,Durham Women's 2,,Draw,,"Water Based, Nottingham Hockey Centre, University Boulevard, Nottingham. NG7 2PS
 Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:00,League,ICG Women's Premier (North/South),Oxford Brookes Women's 1,3,4,Newcastle Women's 1,Newcastle Women's 1,,,"Oxford Brookes University Centre for Sport, Cheney Lane, Headington, Oxford, OX3 0GB Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:00,League,ICG Women's Premier (North/South),King's College Women's 1,0,6,Bristol Women's 1,Bristol Women's 1,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,15:00,League,Men's South Eastern Tier 5,Kent Men's 3,4,0,King's College Men's 5 (GKT),Kent Men's 3,,,Herne Bay Hockey Club Provider: Hockey 21-22,Men's,South Eastern,Season,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,15:00,League,ICG Women's Northern Tier 2,Liverpool Women's 2,4,3,Lancaster Women's 1,Liverpool Women's 2,,,"
 Wyncote Sports Ground, Mather Ave, Liverpool L18 6HF
 Provider: Hockey 21-22",Women's,Northern,Tier 2,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:00,League,ICG Women's South Eastern Tier 5,UCL Women's 7,1,5,Queen Mary Women's 3 (Barts),Queen Mary Women's 3 (Barts),,,"Southgate Hockey Centre - Trent Park, Snake Lane, EN4 0PS Provider: Hockey 21-22",Women's,South Eastern,Season,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:00,League,ICG Women's South Eastern Tier 4,King's College Women's 5 (GKT),2,3,City Women's 1,City Women's 1,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Hockey 21-22",Women's,South Eastern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:15,Tournament,ICG Women's Northern Conference Trophy,Leeds Trinity Women's 1,0,0,Leeds Beckett  Women's 4,Leeds Beckett  Women's 4,AwayWalkover,Other,Leeds Adel Hockey Club Provider: Hockey 21-22,Women's,Northern Conference Trophy,Northern Conference Trophy,0,0,Leeds Trinity Women's 1,1,0,1,1,0,0,1,0
BUCS Hockey 21-22,27/10/2021,15:30,League,ICG Women's Scottish Tier 5,Abertay Women's 2,0,0,Aberdeen Women's 4,Aberdeen Women's 4,,,"DISCMains Loan, Dundee, DD4 7AA Provider: Hockey 21-22",Women's,Scottish,Season,0,0,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,15:30,League,ICG Women's Scottish Tier 5,Dundee Women's 4,0,12,Dundee Women's 3,Dundee Women's 3,,,"Riverside Sports Grounds	Riverside Drive	DD2 1UQ	01382 669568	On A85 next to Dundee Airport	
 Provider: Hockey 21-22",Women's,Scottish,Season,12,12,,1,1,0,0,0,1,1,1
BUCS Hockey 21-22,27/10/2021,15:30,League,ICG Women's Scottish Tier 3,Edinburgh Women's 5,5,4,Strathclyde Women's 2,Edinburgh Women's 5,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Women's,Scottish,Season,1,9,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:30,League,ICG Women's Scottish Tier 2,Abertay Women's 1,6,2,Robert Gordon Women's 1,Abertay Women's 1,,,"DISCMains Loan, Dundee, DD4 7AA Provider: Hockey 21-22",Women's,Scottish,Tier 2,4,8,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,15:50,League,Men's South Eastern Tier 4,UCL Men's 5,0,2,Kent Men's 2,Kent Men's 2,,,King's House School Sports Ground Provider: Hockey 21-22,Men's,South Eastern,Season,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:00,League,Men's Midlands Tier 3,Oxford Men's 3,2,2,Derby Men's 1,,Draw,,"Fletcher Field Artificial Pitch
Iffley Road Sports Centre
OX4 1SR Provider: Hockey 21-22",Men's,Midlands,Season,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,16:00,League,ICG Women's Midlands Tier 3,Worcester Women's 1,2,2,Birmingham City Women's 1,,Draw,,"Stourport Sports Club, Kingsway, Stourport-on-Severn, Worcestershire, DY13 8BQ Provider: Hockey 21-22",Women's,Midlands,Season,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,16:00,Tournament,ICG Women's Western Conference Cup,Cardiff Women's 4,2,0,Cardiff Met Women's 3,Cardiff Women's 4,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Women's,Western Conference Cup,Western Conference Cup,2,2,,1,0,1,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:00,League,ICG Women's Scottish Tier 5,Aberdeen Women's 3,0,1,Robert Gordon Women's 2,Robert Gordon Women's 2,,,DO NOT USE Hillhead Pitches (synthetic) Provider: Marie Sherriffs,Women's,Scottish,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:00,League,ICG Women's Scottish Tier 1,Edinburgh Women's 3,0,5,St Andrews Women's 1,St Andrews Women's 1,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Women's,Scottish,Tier 1,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:00,League,Men's Premier (National),Loughborough Men's 1,6,0,Bath Men's 1,Loughborough Men's 1,,,"Waterbase Hockey Pitch, Loughborough University, LE11 3TU Provider: Hockey 21-22",Men's,Premier Tier (National),Premier Tier (National),6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:00,League,Men's Premier (National),Durham Men's 1,3,0,Oxford Brookes Men's 1,Durham Men's 1,,,Sports and Wellbeing Park (Maiden Castle) Stockton Road DH1 3SE  Provider: Hockey 21-22,Men's,Premier Tier (National),Premier Tier (National),3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:00,League,ICG Women's Northern Tier 1,Newcastle Women's 2,0,0,Sheffield Women's 1,,Draw,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: Hockey 21-22",Women's,Northern,Tier 1,0,0,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:00,Tournament,ICG Women's Northern Conference Trophy,Leeds Women's 5,6,0,Cumbria Women's 1,Leeds Women's 5,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,6,6,,1,0,1,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:30,League,Men's Scottish Tier 3,St Andrews Men's 2,7,3,Edinburgh Men's 4,St Andrews Men's 2,,,"Saints Sport, University Park, St Leonards Road St Andrews Fife KY16 9DY 01334462190 Provider: Volleyball 21-22",Men's,Scottish,Season,4,10,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,16:30,League,Men's Premier (National),Birmingham Men's 1,0,4,Nottingham Men's 1,Nottingham Men's 1,,,"Water Based Pitch 1, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Men's,Premier Tier (National),Premier Tier (National),4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:30,League,Men's Midlands Tier 3,Oxford Brookes Men's 3,1,3,Nottingham Men's 5,Nottingham Men's 5,,,"Oxford Brookes University Centre for Sport, Cheney Lane, Headington, Oxford, OX3 0GB Provider: Hockey 21-22",Men's,Midlands,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,16:30,League,Men's Midlands Tier 1,Cambridge Men's 2,4,3,Warwick Men's 1,Cambridge Men's 2,,,"Wilberforce Road Sports Ground, Wilberforce Road CB3 0EQ
 Provider: Hockey 21-22",Men's,Midlands,Tier 1,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,16:30,League,ICG Women's Midlands Tier 1,Birmingham Women's 3,0,4,Birmingham Women's 4,Birmingham Women's 4,,,"Water Based Pitch 2, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Women's,Midlands,Tier 1,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:30,League,ICG Women's South Eastern Tier 4,UCL Women's 4,2,1,Imperial Women's 3,UCL Women's 4,,,"Southgate Hockey Centre - Trent Park, Snake Lane, EN4 0PS Provider: Hockey 21-22",Women's,South Eastern,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,16:30,Tournament,ICG Women's Northern Conference Trophy,Huddersfield Women's 1,0,6,Sheffield Women's 4,Sheffield Women's 4,,,Lockwood Park Provider: Hockey 21-22,Women's,Northern Conference Trophy,Northern Conference Trophy,6,6,,1,0,1,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,16:30,Tournament,ICG Women's Northern Conference Trophy,Sheffield Hallam Women's 4,5,6,Leeds Beckett  Women's 5,Leeds Beckett  Women's 5,,,Abbeydale Sports Club (Water Based) Provider: Hockey 21-22,Women's,Northern Conference Trophy,Northern Conference Trophy,1,11,,1,0,1,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,17:00,League,Men's Western Tier 2,Exeter Men's 5,2,2,Southampton Men's 1,,Draw,,"Sand Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Men's,Western,Tier 2,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,17:00,League,Men's South Eastern Tier 2,King's College Men's 2,0,0,Kingston Men's 1,King's College Men's 2,HomeWalkover,Unable to field a team,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Hockey 21-22",Men's,South Eastern,Tier 2,0,0,Kingston Men's 1,1,1,0,1,0,0,1,0
BUCS Hockey 21-22,27/10/2021,17:00,League,ICG Women's Premier (National),Nottingham Women's 1,5,3,Durham Women's 1,Nottingham Women's 1,,,"Water Based, Nottingham Hockey Centre, University Boulevard, Nottingham. NG7 2PS
 Provider: Hockey 21-22",Women's,Premier Tier (National),Premier Tier (National),2,8,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,17:00,League,ICG Women's Scottish Tier 5,Edinburgh Women's 8,8,0,Edinburgh Napier Women's 2,Edinburgh Women's 8,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Women's,Scottish,Season,8,8,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,17:00,League,Men's Northern Tier 1,Liverpool Men's 1,2,1,Newcastle Men's 2,Liverpool Men's 1,,,"
 Wyncote Sports Ground, Mather Ave, Liverpool L18 6HF
 Provider: Hockey 21-22",Men's,Northern,Tier 1,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,17:00,League,Men's Premier (North/South),Bristol Men's 1,9,2,Imperial Men's 1,Bristol Men's 1,,,"Upper Astro, Coombe Dingle Sports Complex, Coombe Lane, Bristol BS9 2BJ Provider: Lacrosse 21-22",Men's,Premier Tier,Premier Tier,7,11,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,17:20,League,ICG Women's South Eastern Tier 3 ,UCL Women's 3,1,2,Essex Women's 1,Essex Women's 1,,,"Dukes Meadow Astroturf Hockey Pitch - Dukes Meadow, Dan Mason Drive, W4 2SH Provider: Hockey 21-22",Women's,South Eastern,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,17:30,League,ICG Women's Scottish Tier 3,Edinburgh Women's 4,6,1,Glasgow Women's 3,Edinburgh Women's 4,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Women's,Scottish,Season,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,17:30,League,Men's Premier (North/South),Leeds Men's 1,0,4,Edinburgh Men's 1,Edinburgh Men's 1,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,18:00,League,ICG Women's Scottish Tier 4,St Andrews Women's 3,3,1,Aberdeen Women's 2,St Andrews Women's 3,,,"Saints Sport, University Park, St Leonards Road St Andrews Fife KY16 9DY 01334462190 Provider: Volleyball 21-22",Women's,Scottish,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,18:00,League,ICG Women's Midlands Tier 2 ,Oxford Women's 3,1,4,East Anglia Women's 1,East Anglia Women's 1,,,"Fletcher Field Artificial Pitch
Iffley Road Sports Centre
OX4 1SR Provider: Hockey 21-22",Women's,Midlands,Tier 2,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,18:15,League,Men's Premier (National),Nottingham Trent Men's 1,2,2,Exeter Men's 1,,Draw,,Clifton Hockey Pitch Provider: Hockey 21-22,Men's,Premier Tier (National),Premier Tier (National),0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,19:00,League,ICG Women's Scottish Tier 3,Edinburgh Napier Women's 1,1,6,St Andrews Women's 2,St Andrews Women's 2,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Women's,Scottish,Season,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,27/10/2021,19:30,League,Men's Scottish Tier 4,St Andrews Men's 3,0,7,Edinburgh Napier Men's 1,Edinburgh Napier Men's 1,,,University Sports Centre St Leonards Road  St andrews KY16 9DY 01334 462190  Provider: Hockey 21-22,Men's,Scottish,Season,7,7,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,27/10/2021,20:00,League,ICG Women's Premier (National),Nottingham Trent Women's 1,2,2,Exeter Women's 1,,Draw,,Clifton Hockey Pitch Provider: Hockey 21-22,Women's,Premier Tier (National),Premier Tier (National),0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,03/11/2021,,League,ICG Women's South Eastern Tier 5,St George's Women's 2,0,0,UCL Women's 5 (RUMS),UCL Women's 5 (RUMS),AwayWalkover,Unable to field a team,,Women's,South Eastern,Season,0,0,St George's Women's 2,1,1,0,1,0,0,1,0
BUCS Hockey 21-22,03/11/2021,11:30,League,ICG Women's Western Tier 3,Cardiff Women's 5,8,0,Swansea Women's 3,Cardiff Women's 5,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Women's,Western,Season,8,8,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,03/11/2021,12:00,League,Men's Western Tier 3,Bristol Men's 5,2,1,Cardiff Men's 5,Bristol Men's 5,,,"Lower Astro, Coombe Dingle Sports Complex, Coombe Lane, Bristol BS9 2BJ Provider: Hockey 21-22",Men's,Western,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,03/11/2021,12:00,League,ICG Women's Western Tier 2,Gloucestershire Women's 1,0,0,Cardiff Women's 4,,Draw,,"Oxstalls Sports Park, Tewkesbury Road, Gloucester  
GL2 9DW         Tel: 01452 396969 Provider: Hockey 21-22",Women's,Western,Tier 2,0,0,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,03/11/2021,12:15,League,ICG Women's Scottish Tier 5,Stirling Women's 4,3,4,Glasgow Caledonian Women's 2,Glasgow Caledonian Women's 2,,,"Gannochy Sand Astro	
Gannochy Sports Centre	
FK9 4LA Provider: Hockey 21-22",Women's,Scottish,Season,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,03/11/2021,12:15,League,ICG Women's Northern Tier 2,Sheffield Women's 2,0,4,York Women's 1,York Women's 1,,,"Norton Sports Park (Astro) 
289 Warminster Road, 
Sheffield
 S8 8PS Provider: Hockey 21-22",Women's,Northern,Tier 2,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,03/11/2021,12:30,League,ICG Women's Scottish Tier 5,Queen Margaret Women's 1,1,10,Edinburgh Women's 8,Edinburgh Women's 8,,,Peffermill Playing Fields Provider: Hockey 21-22,Women's,Scottish,Season,9,11,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,03/11/2021,12:30,League,ICG Women's Scottish Tier 5,Strathclyde Women's 3,0,1,Glasgow Women's 5,Glasgow Women's 5,,,"University of Strathclyde - Stepps Playing Fields, 15 Avenue End Road, Glasgow, G33 6ND Provider: Hockey 21-22",Women's,Scottish,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,03/11/2021,12:30,League,ICG Women's Western Tier 3,Cardiff Women's 7,2,2,Cardiff Met Women's 3,,Draw,,WIS Provider: Hockey 21-22,Women's,Western,Season,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,03/11/2021,13:00,League,Men's Western Tier 2,Exeter Men's 5,2,3,Exeter Men's 4,Exeter Men's 4,,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Men's,Western,Tier 2,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,03/11/2021,13:00,League,Men's South Eastern Tier 3,Reading  Men's 3,5,2,Imperial Men's 3,Reading  Men's 3,,,"Reading University SportsPark - STP
Shinfield Road
Whiteknights Campus
Reading
RG6 6UR Provider: Hockey 21-22",Men's,South Eastern,Season,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,03/11/2021,13:00,League,Men's Scottish Tier 3,Edinburgh Men's 5,4,0,Heriot-Watt Men's 2,Edinburgh Men's 5,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Men's,Scottish,Season,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 21-22,03/11/2021,13:00,League,Men's Midlands Tier 2,Nottingham Trent Men's 4,3,2,Birmingham Men's 3,Nottingham Trent Men's 4,,,Clifton Hockey Pitch Provider: Hockey 21-22,Men's,Midlands,Tier 2,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 21-22,03/11/2021,13:00,League,Men's Midlands Tier 2,Leicester Men's 1,1,3,Loughborough Men's 4,Loughborough Men's 4,,,"Roger Bettles Sand AstroRoger Bettles Sports Centre, Manor Road,Oadby	LE2 2LL Provider: Hockey 21-22",Men's,Midlands,Tier 2,2,4,,1,1,0,0,0,0,0,0
